Time,xAcc,yAcc,zAcc,latitude,longitude,alt
62073902,-0.01,0,-0.17,2.5,5.6,0.51
62083906,-0.01,0.01,-0.2,2.5,5.6,0.51
62094898,-0.04,0,-0.18,2.5,5.6,0.52
62104901,-0.03,0.02,-0.16,2.5,5.6,0.52
62116171,-0.01,0,-0.17,2.5,5.6,0.51
62126938,-0.03,0.01,-0.18,2.5,5.6,0.5
62139429,0,0.01,-0.21,2.5,5.6,0.51
62149784,0,0.01,-0.15,2.5,5.6,0.51
62160621,-0.03,0,-0.16,2.5,5.6,0.51
62170624,0.01,0.02,-0.17,2.5,5.6,0.52
62180627,-0.02,0.01,-0.2,2.5,5.6,0.51
62190724,-0.03,0,-0.16,2.5,5.6,0.52
62203245,-0.02,0,-0.17,2.5,5.6,0.51
62213248,-0.03,0.01,-0.16,2.5,5.6,0.49
62226462,0,0,-0.17,2.5,5.6,0.51
62241621,0,0,-0.18,2.5,5.6,0.51
62251625,-0.01,0,-0.18,2.5,5.6,0.51
62261636,-0.02,0,-0.19,2.5,5.6,0.52
62271639,-0.03,0.01,-0.2,2.5,5.6,0.52
62284548,-0.02,0,-0.17,2.5,5.6,0.51
62294552,-0.02,0.01,-0.17,2.5,5.6,0.52
62306348,0,0.01,-0.19,2.5,5.6,0.51
62316351,-0.01,0,-0.17,2.5,5.6,0.52
62329261,-0.01,0.01,-0.17,2.5,5.6,0.53
62340482,-0.02,0,-0.17,2.5,5.6,0.53
62350957,0,-0.01,-0.21,2.5,5.6,0.52
62361314,-0.02,0,-0.17,2.5,5.6,0.51
62373188,-0.03,0,-0.2,2.5,5.6,0.52
62383191,-0.02,0,-0.19,2.5,5.6,0.53
62393194,-0.02,-0.01,-0.19,2.5,5.6,0.52
62403197,-0.01,0,-0.19,2.5,5.6,0.52
62413932,-0.01,0,-0.19,2.5,5.6,0.52
62423935,-0.01,0,-0.16,2.5,5.6,0.53
62437114,-0.03,-0.01,-0.21,2.5,5.6,0.53
62448847,-0.01,0,-0.18,2.5,5.6,0.52
62460329,-0.04,0,-0.15,2.5,5.6,0.52
62470537,-0.02,0,-0.2,2.03,5.6,0.52
62484628,0,0,-0.19,2.03,5.6,0.52
62494631,0,0.01,-0.2,2.03,5.6,0.54
62507734,-0.02,0,-0.16,2.03,5.6,0.53
62517738,-0.01,0.01,-0.2,2.03,5.6,0.52
62532764,-0.02,0.01,-0.19,2.03,5.6,0.52
62542767,-0.02,0,-0.19,2.03,5.6,0.53
62556033,-0.01,0,-0.17,2.03,5.6,0.52
62566037,-0.02,0,-0.15,2.03,5.6,0.51
62578412,-0.05,0.01,-0.19,2.03,5.6,0.52
62590219,-0.02,0,-0.17,2.03,5.6,0.52
62603114,-0.02,0,-0.15,2.03,5.6,0.54
62613118,-0.01,0,-0.16,2.03,5.6,0.52
62624170,-0.03,0,-0.18,2.03,5.6,0.51
62634172,-0.03,0,-0.18,2.03,5.6,0.52
62646654,-0.03,0.01,-0.2,2.03,5.6,0.52
62656657,-0.04,0,-0.15,2.03,5.6,0.52
62668911,-0.03,0.02,-0.17,2.03,5.6,0.52
62680520,-0.01,0,-0.17,2.03,5.6,0.52
62692072,0,0.01,-0.18,2.03,5.6,0.53
62702161,0,0,-0.16,2.03,5.6,0.53
62712381,-0.03,0.01,-0.16,2.03,5.6,0.54
62722403,-0.02,0.01,-0.21,2.03,5.6,0.52
62732879,-0.03,0.01,-0.22,2.03,5.6,0.53
62742882,-0.03,0,-0.18,2.03,5.6,0.52
62752886,-0.02,0,-0.17,2.03,5.6,0.53
62762891,-0.02,0,-0.18,2.03,5.6,0.51
62772893,-0.01,0,-0.17,2.03,5.6,0.51
62783759,-0.02,-0.01,-0.2,2.03,5.6,0.52
62793762,0,0,-0.16,2.03,5.6,0.51
62807435,-0.02,0.01,-0.19,2.03,5.6,0.52
62818327,-0.01,0,-0.2,2.03,5.6,0.52
62829300,-0.04,0.01,-0.18,2.03,5.6,0.52
62845198,-0.01,0,-0.22,2.03,5.6,0.51
62855201,-0.05,0,-0.17,2.03,5.6,0.51
62868036,-0.01,-0.01,-0.18,2.03,5.6,0.52
62878591,-0.03,0,-0.16,2.03,5.6,0.51
62893413,0,0,-0.18,2.03,5.6,0.52
62903417,0,0,-0.16,2.03,5.6,0.51
62917132,-0.04,0.01,-0.2,2.03,5.6,0.51
62927134,-0.02,0,-0.17,2.03,5.6,0.51
62940196,0,0.01,-0.21,2.03,5.6,0.52
62951669,-0.01,0,-0.16,2.03,5.6,0.5
62965162,0,0,-0.17,2.03,5.6,0.5
62975165,-0.02,0,-0.19,2.03,5.6,0.5
62985898,-0.02,0.01,-0.18,2.03,5.6,0.51
62995901,-0.01,0,-0.16,2.03,5.6,0.51
63005924,-0.02,0,-0.17,2.03,5.6,0.51
63015929,-0.01,0.01,-0.19,2.03,5.6,0.51
63025932,-0.03,0.01,-0.19,2.03,5.6,0.5
63036991,-0.03,0,-0.19,2.03,5.6,0.5
63046995,-0.02,0.01,-0.16,2.03,5.6,0.5
63057781,-0.01,0.01,-0.17,2.03,5.6,0.52
63067786,-0.02,0,-0.15,2.03,5.6,0.5
63077789,-0.02,0.02,-0.19,2.03,5.6,0.52
63088781,-0.03,0.01,-0.19,2.03,5.6,0.51
63099554,-0.01,0,-0.18,2.03,5.6,0.52
63113890,-0.05,0,-0.17,2.03,5.6,0.52
63123892,0,0,-0.17,2.03,5.6,0.52
63135847,-0.02,0,-0.2,2.03,5.6,0.52
63145851,-0.02,0.01,-0.17,2.03,5.6,0.5
63155855,-0.02,0,-0.18,2.03,5.6,0.52
63165859,-0.01,0,-0.16,2.03,5.6,0.5
63175862,-0.01,0.01,-0.15,2.03,5.6,0.51
63185864,0,0.01,-0.19,2.03,5.6,0.52
63198945,-0.03,0,-0.19,2.03,5.6,0.51
63213448,0,0.01,-0.21,2.03,5.6,0.51
63223450,-0.01,0,-0.16,2.03,5.6,0.52
63238117,-0.01,0.01,-0.16,2.03,5.6,0.51
63248121,-0.01,0,-0.16,2.03,5.6,0.51
63258123,-0.01,0,-0.17,2.03,5.6,0.5
63269438,-0.03,0,-0.18,2.03,5.6,0.52
63280472,0,0,-0.18,2.03,5.6,0.51
63294676,-0.02,0.01,-0.17,2.03,5.6,0.51
63304679,-0.02,0,-0.18,2.03,5.6,0.51
63315137,-0.02,0,-0.17,2.03,5.6,0.51
63325141,-0.01,0,-0.2,2.03,5.6,0.51
63336881,-0.01,0,-0.19,2.03,5.6,0.51
63346884,0,0,-0.2,2.03,5.6,0.52
63356888,-0.04,0,-0.18,2.03,5.6,0.52
63366892,-0.03,0,-0.16,2.03,5.6,0.52
63376895,-0.02,0,-0.18,2.03,5.6,0.51
63386899,-0.05,0,-0.18,2.03,5.6,0.51
63396901,-0.01,-0.02,-0.16,2.03,5.6,0.51
63406903,-0.02,0,-0.17,2.03,5.6,0.51
63417969,-0.01,0,-0.18,2.03,5.6,0.51
63427973,-0.02,0.01,-0.18,2.03,5.6,0.5
63440027,-0.01,0,-0.19,2.03,5.6,0.52
63451306,-0.01,0,-0.18,2.03,5.6,0.51
63466800,0,0.01,-0.17,2.03,5.6,0.51
63476803,-0.02,0.02,-0.2,2.03,5.6,0.51
63488789,-0.02,0.02,-0.18,2.03,5.6,0.52
63498792,-0.03,0,-0.18,2.03,5.6,0.51
63511896,-0.03,0,-0.16,2.03,5.6,0.52
63521900,-0.02,0,-0.16,2.03,5.6,0.52
63533005,-0.01,0,-0.2,2.03,5.6,0.5
63543780,-0.01,0.02,-0.2,2.03,5.6,0.51
63557470,-0.03,0,-0.16,2.03,5.6,0.51
63567472,-0.01,0,-0.18,2.03,5.6,0.51
63578492,-0.01,0,-0.18,2.03,5.6,0.51
63588495,-0.01,0,-0.19,2.5,2.1,0.51
63598956,0,0,-0.15,2.5,2.1,0.52
63608961,-0.02,0.01,-0.18,2.5,2.1,0.5
63620647,0,0.02,-0.2,2.5,2.1,0.52
63631805,0,0.02,-0.18,2.5,2.1,0.51
63646463,-0.03,0,-0.16,2.5,2.1,0.51
63656468,-0.02,-0.01,-0.17,2.5,2.1,0.51
63667531,0,0,-0.17,2.5,2.1,0.51
63677534,-0.02,0,-0.15,2.5,2.1,0.49
63687538,-0.01,0,-0.21,2.5,2.1,0.51
63697541,-0.02,0,-0.18,2.5,2.1,0.52
63707543,-0.02,0,-0.17,2.5,2.1,0.51
63717547,-0.01,0,-0.18,2.5,2.1,0.51
63727551,-0.04,0,-0.16,2.5,2.1,0.51
63738064,-0.02,0,-0.19,2.5,2.1,0.52
63748067,-0.04,-0.01,-0.19,2.5,2.1,0.51
63758070,-0.03,0.01,-0.18,2.5,2.1,0.51
63768075,-0.03,0,-0.16,2.5,2.1,0.51
63778078,-0.03,0.01,-0.19,2.5,2.1,0.51
63788082,0,0.01,-0.2,2.5,2.1,0.51
63798086,0,0,-0.16,2.5,2.1,0.51
63808089,-0.03,0.03,-0.18,2.5,2.1,0.53
63818092,-0.01,0,-0.18,2.5,2.1,0.52
63829696,-0.03,0,-0.2,2.5,2.1,0.52
63839701,-0.03,0,-0.2,2.5,2.1,0.52
63853132,-0.02,0,-0.18,2.5,2.1,0.52
63867911,-0.01,0.01,-0.18,2.5,2.1,0.51
63877915,-0.01,0,-0.18,2.5,2.1,0.51
63887918,-0.01,0,-0.18,2.5,2.1,0.5
63897921,-0.02,0.01,-0.17,2.5,2.1,0.51
63907923,0,0,-0.15,2.5,2.1,0.51
63917926,-0.03,0,-0.19,2.5,2.1,0.53
63927930,-0.02,0,-0.16,2.5,2.1,0.53
63937933,-0.01,0,-0.18,2.5,2.1,0.52
63947937,-0.02,0,-0.2,2.5,2.1,0.53
63957940,-0.04,0,-0.17,2.5,2.1,0.51
63967944,0,0,-0.15,2.5,2.1,0.5
63977947,-0.01,0.03,-0.18,2.5,2.1,0.51
63989742,-0.02,0.01,-0.2,2.5,2.1,0.51
63999746,-0.02,0,-0.16,2.5,2.1,0.52
64011942,-0.02,0,-0.18,2.5,2.1,0.51
64021944,-0.03,0,-0.17,2.5,2.1,0.53
64038037,-0.03,0,-0.23,2.5,2.1,0.51
64049496,-0.02,0,-0.17,2.5,2.1,0.51
