Time,xAcc,yAcc,zAcc,latitude,longitude,alt,xSpeed,ySpeed,zSpeed
72482299,0,-0.02,-0.17,2084.72,849.06,0.53,-10000,-10000,-15.58
72492776,0.01,0,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.58
72502780,0.01,0,-0.15,2084.72,849.06,0.52,-10000,-10000,-15.59
72513460,0,0,-0.17,2084.72,849.06,0.52,-10000,-10000,-15.59
72523464,0,-0.01,-0.19,2084.72,849.06,0.51,-10000,-10000,-15.59
72533469,0,0,-0.2,2084.72,849.06,0.51,-10000,-10000,-15.6
72543472,0,-0.01,-0.2,2084.72,849.06,0.5,-10000,-10000,-15.6
72554524,0,-0.02,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.61
72564526,0.02,0,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.61
72575804,0.02,0,-0.21,2084.72,849.06,0.52,-10000,-10000,-15.61
72585807,0.01,-0.01,-0.18,2084.72,849.06,0.52,-10000,-10000,-15.62
72600129,0.01,0,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.62
72616479,0.01,0,-0.19,2084.72,849.06,0.51,-10000,-10000,-15.63
72629026,0.01,-0.02,-0.16,2084.72,849.06,0.52,-10000,-10000,-15.63
72641550,0.03,0,-0.17,2084.72,849.06,0.51,-10000,-10000,-15.64
72652860,0.01,-0.02,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.64
72663507,0.02,-0.02,-0.15,2084.72,849.06,0.53,-10000,-10000,-15.64
72673510,0.01,-0.03,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.65
72683516,0.01,-0.01,-0.19,2084.72,849.06,0.54,-10000,-10000,-15.65
72693667,0.01,-0.01,-0.22,2084.72,849.06,0.52,-10000,-10000,-15.66
72703714,0.01,0,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.66
72714025,0.01,-0.03,-0.16,2084.72,849.06,0.52,-10000,-10000,-15.66
72724029,0.01,-0.01,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.67
72734032,0.01,0,-0.17,2084.72,849.06,0.51,-10000,-10000,-15.67
72744036,0.01,-0.03,-0.18,2084.72,849.06,0.52,-10000,-10000,-15.67
72754130,0,0,-0.17,2084.72,849.06,0.51,-10000,-10000,-15.68
72765978,0.02,0,-0.18,2084.72,849.06,0.52,-10000,-10000,-15.68
72775992,0.01,0,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.69
72789155,0.02,0,-0.2,2084.72,849.06,0.53,-10000,-10000,-15.69
72801954,0,-0.01,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.7
72817625,0.01,-0.01,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.7
72829252,0.01,-0.01,-0.19,2084.72,849.06,0.51,-10000,-10000,-15.71
72844437,0.01,-0.01,-0.17,2084.72,849.06,0.51,-10000,-10000,-15.71
72854470,0,-0.02,-0.16,2084.72,849.06,0.5,-10000,-10000,-15.71
72864474,0.01,-0.02,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.72
72874478,0,-0.02,-0.17,2084.72,849.06,0.52,-10000,-10000,-15.72
72886156,0.03,-0.01,-0.2,2084.72,849.06,0.53,-10000,-10000,-15.73
72896159,0.01,-0.01,-0.2,2084.72,849.06,0.51,-10000,-10000,-15.73
72909102,0.01,0,-0.21,2084.72,849.06,0.51,-10000,-10000,-15.73
72919104,0.01,-0.02,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.74
72934834,0.03,-0.02,-0.21,2084.72,849.06,0.52,-10000,-10000,-15.74
72944837,0.02,-0.01,-0.19,2084.72,849.06,0.51,-10000,-10000,-15.75
72957355,0.02,0,-0.2,2084.72,849.06,0.5,-10000,-10000,-15.75
72967358,0.02,-0.02,-0.15,2084.72,849.06,0.51,-10000,-10000,-15.76
72977918,0,-0.02,-0.15,2084.72,849.06,0.51,-10000,-10000,-15.76
72993337,0.01,-0.02,-0.16,2084.72,849.06,0.52,-10000,-10000,-15.77
73008359,0.02,-0.02,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.77
73019487,0.02,-0.03,-0.2,2084.72,849.06,0.51,-10000,-10000,-15.78
73032171,0.02,-0.01,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.78
73043545,0.02,-0.01,-0.2,2084.72,849.06,0.51,-10000,-10000,-15.78
73054959,0.01,-0.02,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.79
73064961,0.01,-0.01,-0.17,2084.72,849.06,0.52,-10000,-10000,-15.79
73077044,0.01,-0.01,-0.18,2084.72,849.06,0.51,-10000,-10000,-15.8
73087046,0.02,-0.01,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.8
73099338,0.01,-0.03,-0.19,2084.72,849.06,0.52,-10000,-10000,-15.8
73112113,0.01,-0.02,-0.19,2084.72,849.06,0.51,-10000,-10000,-15.81
73127519,0.02,-0.01,-0.2,2084.72,849.06,0.52,-10000,-10000,-15.82
73137521,0.01,-0.01,-0.2,2084.72,849.06,0.51,-10000,-10000,-15.82
73152047,0.03,0,-0.2,2084.72,849.06,0.5,-10000,-10000,-15.82
73168218,0,0,-0.14,2084.72,849.06,0.51,-10000,-10000,-15.83
73179253,0.01,-0.01,-0.16,2084.72,849.06,0.51,-10000,-10000,-15.83
73196025,0.02,-0.01,-0.17,4713.44,849.06,0.51,-10000,-10000,-15.84
73209988,0.03,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-15.84
73219992,0.02,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.85
73233302,0.01,-0.01,-0.23,4713.44,849.06,0.5,-10000,-10000,-15.85
73244400,0.02,-0.03,-0.19,4713.44,849.06,0.51,-10000,-10000,-15.86
73254479,0,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.86
73264858,0.01,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-15.87
73274864,0,-0.02,-0.2,4713.44,849.06,0.53,-10000,-10000,-15.87
73285212,0.02,0,-0.2,4713.44,849.06,0.53,-10000,-10000,-15.87
73297591,0.02,-0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-15.88
73307593,0,-0.01,-0.16,4713.44,849.06,0.52,-10000,-10000,-15.88
73321212,0.01,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-15.89
73333595,0.01,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.89
73346898,0.01,-0.02,-0.17,4713.44,849.06,0.51,-10000,-10000,-15.9
73356901,0,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-15.9
73366905,0,0,-0.18,4713.44,849.06,0.5,-10000,-10000,-15.9
73380054,0.02,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-15.91
73392841,0.01,0,-0.18,4713.44,849.06,0.52,-10000,-10000,-15.91
73408711,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-15.92
73422282,0,-0.02,-0.2,4713.44,849.06,0.51,-10000,-10000,-15.92
73434109,0.01,-0.02,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.93
73449033,0,-0.01,-0.17,4713.44,849.06,0.51,-10000,-10000,-15.93
73460086,0.01,0,-0.16,4713.44,849.06,0.54,-10000,-10000,-15.94
73474168,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-15.94
73486602,0,-0.02,-0.2,4713.44,849.06,0.53,-10000,-10000,-15.95
73496605,0.02,0,-0.18,4713.44,849.06,0.52,-10000,-10000,-15.95
73508628,0,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-15.95
73518630,0.01,-0.01,-0.18,4713.44,849.06,0.52,-10000,-10000,-15.96
73533463,0,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-15.96
73549046,0.01,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-15.97
73563986,0.02,0,-0.17,4713.44,849.06,0.5,-10000,-10000,-15.98
73579464,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.98
73594741,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-15.99
73605403,0,-0.02,-0.17,4713.44,849.06,0.52,-10000,-10000,-15.99
73620424,0,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16
73632777,0.01,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16
73647821,0,0,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.01
73657824,0.01,-0.02,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.01
73669570,0.01,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.01
73680778,0,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.02
73693455,0.03,-0.02,-0.21,4713.44,849.06,0.51,-10000,-10000,-16.02
73707864,0.01,-0.01,-0.17,4713.44,849.06,0.53,-10000,-10000,-16.03
73717867,0.01,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.03
73730172,0.02,-0.02,-0.2,4713.44,849.06,0.5,-10000,-10000,-16.04
73742047,0.02,0,-0.18,4713.44,849.06,0.53,-10000,-10000,-16.04
73755777,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.05
73766354,0.01,-0.02,-0.15,4713.44,849.06,0.53,-10000,-10000,-16.05
73777091,0.02,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.05
73787095,0.01,-0.01,-0.2,4713.44,849.06,0.53,-10000,-10000,-16.06
73797489,0,-0.02,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.06
73807491,0,-0.02,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.06
73818215,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.07
73828220,0,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.07
73838223,0,0,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.07
73849714,0.02,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.08
73860006,0.02,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.08
73872466,0.02,-0.02,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.09
73884966,0,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.09
73899740,0.02,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.1
73910087,0,0,-0.19,4713.44,849.06,0.54,-10000,-10000,-16.1
73923233,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.11
73934961,0.01,-0.02,-0.18,4713.44,849.06,0.54,-10000,-10000,-16.11
73948334,0.03,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.12
73958338,0.02,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.12
73968342,0.01,-0.01,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.12
73978346,0.01,-0.01,-0.21,4713.44,849.06,0.52,-10000,-10000,-16.13
73991828,0.01,-0.03,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.13
74004742,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.14
74020659,0,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.14
74035983,0.01,-0.02,-0.22,4713.44,849.06,0.52,-10000,-10000,-16.15
74046622,0,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.15
74061461,0.01,0,-0.18,4713.44,849.06,0.53,-10000,-10000,-16.16
74071465,0.02,-0.02,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.16
74088216,0.01,0,-0.18,4713.44,849.06,0.53,-10000,-10000,-16.17
74102173,0.02,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.17
74116507,0,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.18
74126761,0.01,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.18
74136838,0.01,0,-0.21,4713.44,849.06,0.52,-10000,-10000,-16.19
74147091,0.01,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.19
74158780,0.02,-0.02,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.19
74168782,0.03,-0.02,-0.17,4713.44,849.06,0.49,-10000,-10000,-16.2
74181261,0.02,0,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.2
74192527,0.02,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.21
74208571,0,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.21
74218575,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.22
74228579,0.04,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.22
74239721,0.01,-0.01,-0.16,4713.44,849.06,0.53,-10000,-10000,-16.22
74249724,0,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.23
74259796,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.23
74269800,0.01,0,-0.2,4713.44,849.06,0.5,-10000,-10000,-16.24
74283180,0.01,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.24
74295905,0.01,-0.01,-0.2,4713.44,849.06,0.53,-10000,-10000,-16.24
74311398,0.01,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.25
74322800,0.02,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.25
74335737,0.02,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.26
74348406,0.01,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.26
74358411,0.01,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.27
74368991,0.01,-0.02,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.27
74378994,0.02,0,-0.16,4713.44,849.06,0.5,-10000,-10000,-16.28
74388997,0.01,-0.01,-0.21,4713.44,849.06,0.51,-10000,-10000,-16.28
74399429,0.01,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.28
74409433,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.29
74419845,0.01,0,-0.16,4713.44,849.06,0.51,-10000,-10000,-16.29
74429850,0,0,-0.21,4713.44,849.06,0.52,-10000,-10000,-16.29
74441551,0.02,0,-0.21,4713.44,849.06,0.53,-10000,-10000,-16.3
74452380,0.01,-0.02,-0.17,4713.44,849.06,0.53,-10000,-10000,-16.3
74464133,0.03,-0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.31
74474723,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.31
74488298,0.02,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.32
74498617,0.01,-0.01,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.32
74511800,0,-0.03,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.32
74521803,0.02,0,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.33
74537176,0.01,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.33
74552304,0,-0.01,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.34
74568257,0,0,-0.2,4713.44,849.06,0.53,-10000,-10000,-16.35
74583117,0.01,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.35
74598443,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.36
74608942,0.02,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.36
74620945,0.01,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.36
74630948,0.01,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.37
74640950,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.37
74650955,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.38
74661841,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.38
74671844,0.01,-0.01,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.38
74683992,0.01,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.39
74696425,0.02,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.39
74707725,0,-0.01,-0.16,4713.44,849.06,0.53,-10000,-10000,-16.4
74720779,0.02,0,-0.19,4713.44,849.06,0.53,-10000,-10000,-16.4
74730783,0.01,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.4
74744994,0.01,-0.01,-0.21,4713.44,849.06,0.5,-10000,-10000,-16.41
74761137,0.01,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.42
74771141,0.01,-0.02,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.42
74782508,0.01,-0.02,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.42
74793365,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.43
74806153,0.02,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.43
74817925,0,-0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.44
74831112,0,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.44
74841114,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.45
74854245,0.02,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.45
74866986,0.01,0,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.46
74878780,0.02,-0.02,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.46
74888989,0,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.46
74899300,0.01,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.47
74910722,0.01,0,-0.2,4713.44,849.06,0.53,-10000,-10000,-16.47
74920726,0.01,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.48
74934345,0.01,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.48
74947219,0.01,-0.05,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.49
74963162,0.02,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.49
74975111,0.02,0,-0.17,4713.44,849.06,0.53,-10000,-10000,-16.49
74987571,0.02,-0.02,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.5
75000647,0.02,0,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.5
75010650,0.01,-0.01,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.51
75023992,0.01,-0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.51
75036435,0,-0.02,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.52
75051050,0.01,-0.02,-0.2,4713.44,849.06,0.5,-10000,-10000,-16.52
75061055,0,-0.02,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.53
75071057,0.01,-0.02,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.53
75081060,0,0,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.53
75091063,0.02,-0.01,-0.22,4713.44,849.06,0.52,-10000,-10000,-16.54
75103885,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.54
75115738,0,-0.02,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.55
75129407,0.03,-0.01,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.55
75140095,0.01,-0.01,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.56
75152260,0.02,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.56
75162264,0.01,0,-0.2,4713.44,849.06,0.5,-10000,-10000,-16.56
75173741,0.01,-0.02,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.57
75185240,0.02,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.57
75200969,0.01,0,-0.15,4713.44,849.06,0.53,-10000,-10000,-16.58
75210974,0.01,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.58
75222560,0.01,0,-0.2,4713.44,849.06,0.51,-10000,-10000,-16.59
75232567,0.01,-0.01,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.59
75242680,0.01,0,-0.18,4713.44,849.06,0.53,-10000,-10000,-16.59
75252684,0.01,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.6
75265156,0.01,-0.03,-0.18,4713.44,849.06,0.52,-10000,-10000,-16.6
75275159,0.01,-0.02,-0.18,4713.44,849.06,0.5,-10000,-10000,-16.6
75291800,0,0,-0.2,4713.44,849.06,0.5,-10000,-10000,-16.61
75301804,0.02,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.61
75314800,0,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.62
75324804,0.02,-0.03,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.62
75340865,0.03,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.63
75350869,0.01,-0.01,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.63
75362969,0.01,-0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-16.64
75372973,0.01,0,-0.16,4713.44,849.06,0.52,-10000,-10000,-16.64
75383248,0.01,0,-0.16,4713.44,849.06,0.51,-10000,-10000,-16.64
75393251,0.01,-0.02,-0.23,4713.44,849.06,0.52,-10000,-10000,-16.65
75407594,0.02,-0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-16.65
75419724,0.02,0,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.66
75434282,0.02,0,-0.19,4713.44,849.06,0.52,-10000,-10000,-16.66
75445470,0.02,0,-0.22,4713.44,849.06,0.52,-10000,-10000,-16.67
75459387,0.01,0,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.67
75470452,0.01,-0.03,-0.18,4713.44,849.06,0.51,-10000,-10000,-16.68
75484423,0.02,-0.02,-0.19,4713.44,849.06,0.53,-10000,-10000,-16.68
75495802,0.02,0,-0.21,4713.44,849.06,0.52,-10000,-10000,-16.69
75511134,0.01,-0.01,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.69
75521364,0,-0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.7
75533114,0.01,0,-0.17,4713.44,849.06,0.52,-10000,-10000,-16.7
75543116,0.01,0,-0.18,4713.44,849.06,0.53,-10000,-10000,-16.7
75557069,0.01,0,-0.18,4713.44,849.06,0.54,-10000,-10000,-16.71
75569596,0.01,-0.01,-0.15,4713.44,849.06,0.51,-10000,-10000,-16.71
75580517,0.02,0,-0.17,4713.44,849.06,0.51,-10000,-10000,-16.72
75592622,0.01,0,-0.16,4713.45,848.08,0.51,-10000,-10000,-16.72
75602625,0.01,-0.03,-0.21,4713.45,848.08,0.52,-10000,-10000,-16.72
75613159,0.02,0,-0.18,4713.45,848.08,0.52,-10000,-10000,-16.73
75623161,0.01,0,-0.18,4713.45,848.08,0.5,-10000,-10000,-16.73
75636427,0,0,-0.19,4713.45,848.08,0.51,-10000,-10000,-16.74
75649184,0.01,-0.03,-0.2,4713.45,848.08,0.52,-10000,-10000,-16.74
75665096,0.02,-0.01,-0.2,4713.45,848.08,0.5,-10000,-10000,-16.75
75676719,0.02,-0.03,-0.16,4713.45,848.08,0.51,-10000,-10000,-16.75
75689094,0.02,0,-0.19,4713.45,848.08,0.52,-10000,-10000,-16.76
75703821,0.02,-0.03,-0.17,4713.45,848.08,0.52,-10000,-10000,-16.76
75713823,0.01,-0.02,-0.19,4713.45,848.08,0.51,-10000,-10000,-16.77
75727927,0.01,-0.01,-0.2,4713.45,848.08,0.51,-10000,-10000,-16.77
75743575,0.01,0,-0.17,4713.45,848.08,0.52,-10000,-10000,-16.78
75753578,0.02,-0.01,-0.2,4713.45,848.08,0.54,-10000,-10000,-16.78
75766451,0.03,-0.01,-0.15,4713.45,848.08,0.53,-10000,-10000,-16.78
75776453,0.01,-0.01,-0.2,4713.45,848.08,0.53,-10000,-10000,-16.79
75793511,0,-0.01,-0.21,4713.45,848.08,0.53,-10000,-10000,-16.79
75807451,0.01,0,-0.19,4713.45,848.08,0.51,-10000,-10000,-16.8
75824408,0.01,0,-0.17,4713.45,848.08,0.53,-10000,-10000,-16.81
75838664,0.02,-0.02,-0.2,4713.45,848.08,0.53,-10000,-10000,-16.81
75854847,0.01,0,-0.17,4713.45,848.08,0.53,-10000,-10000,-16.82
75869256,0,-0.02,-0.16,4713.45,848.08,0.51,-10000,-10000,-16.82
75880849,0,-0.04,-0.19,4713.45,848.08,0.53,-10000,-10000,-16.83
75893260,0,-0.02,-0.19,4713.45,848.08,0.52,-10000,-10000,-16.83
75903263,0.02,-0.01,-0.2,4713.45,848.08,0.53,-10000,-10000,-16.83
75913265,0.01,-0.02,-0.21,4713.45,848.08,0.52,-10000,-10000,-16.84
75923268,0.02,-0.01,-0.17,4713.45,848.08,0.53,-10000,-10000,-16.84
75933764,0.02,-0.02,-0.19,4713.45,848.08,0.52,-10000,-10000,-16.85
