Time,xAcc,yAcc,zAcc,latitude,longitude,alt,xSpeed,ySpeed,zSpeed
70699162,0.01,-0.02,-0.18,0,0,0.5,-10000,-10000,-14.5
70709756,0,-0.01,-0.22,0,0,0.5,-10000,-10000,-14.5
70719759,0.03,0.01,-0.2,0,0,0.5,-10000,-10000,-14.5
70732845,0.01,-0.01,-0.18,0,0,0.5,-10000,-10000,-14.5
70742849,0.02,0.02,-0.19,0,0,0.49,-10000,-10000,-14.5
70758495,0.02,-0.03,-0.2,0,0,0.5,-10000,-10000,-14.5
70768656,0.02,0.01,-0.23,0,0,0.51,-10000,-10000,-14.5
70783783,0.02,0,-0.22,0,0,0.51,-10000,-10000,-14.5
70796987,0.01,-0.01,-0.16,0,0,0.51,-10000,-10000,-14.5
70808481,0,0,-0.2,0,0,0.49,-10000,-10000,-14.5
70822507,0,-0.04,-0.17,0,0,0.51,-10000,-10000,-14.5
70832722,0.02,-0.03,-0.17,0,0,0.5,-10000,-10000,-14.5
70845497,0,0.02,-0.19,0,0,0.5,-10000,-10000,-14.5
70857621,0,-0.03,-0.22,0,0,0.5,-10000,-10000,-14.5
70872181,0.02,0.01,-0.21,0,0,0.49,-10000,-10000,-14.5
70882184,0.01,0.02,-0.16,0,0,0.51,-10000,-10000,-14.5
70892187,0.01,-0.02,-0.18,0,0,0.52,-10000,-10000,-14.5
70902193,0.03,0.03,-0.2,0,0,0.5,-10000,-10000,-14.5
70912196,0,0.01,-0.2,0,0,0.5,-10000,-10000,-14.5
70922199,0,-0.04,-0.2,0,0,0.51,-10000,-10000,-14.5
70932202,0.04,0.03,-0.18,0,0,0.49,-10000,-10000,-14.5
70943360,0,0.01,-0.22,0,0,0.51,-10000,-10000,-14.5
70954159,-0.01,-0.05,-0.13,0,0,0.5,-10000,-10000,-14.5
70966278,0.02,-0.03,-0.18,0,0,0.51,-10000,-10000,-14.5
70978055,-0.01,-0.07,-0.18,0,0,0.51,-10000,-10000,-14.5
70991428,0.01,-0.02,-0.19,0,0,0.49,-10000,-10000,-14.5
71001430,0,0,-0.15,0,0,0.51,-10000,-10000,-14.5
71012164,-0.04,-0.09,-0.19,0,0,0.5,-10000,-10000,-14.5
71022167,0.01,-0.01,-0.17,0,0,0.51,-10000,-10000,-14.5
71033056,0.07,0.07,-0.21,0,0,0.51,-10000,-10000,-14.5
71043059,-0.03,-0.08,-0.17,0,0,0.51,-10000,-10000,-14.5
71055119,0.05,0.03,-0.2,0,0,0.5,-10000,-10000,-14.5
71067616,-0.04,-0.02,-0.21,0,0,0.5,-10000,-10000,-14.5
71081729,0.06,0.02,-0.2,0,0,0.51,-10000,-10000,-14.5
71091732,0.04,0.03,-0.19,4713.44,849.06,0.51,-10000,-10000,-14.5
71101735,-0.06,-0.03,-0.17,4713.44,849.06,0.49,-10000,-10000,-14.5
71111739,0,-0.05,-0.18,4713.44,849.06,0.51,-10000,-10000,-14.5
71121743,0.04,0.02,-0.21,4713.44,849.06,0.51,-10000,-10000,-14.5
71134507,-0.04,-0.05,-0.16,4713.44,849.06,0.5,-10000,-10000,-14.5
71144510,-0.02,-0.02,-0.17,4713.44,849.06,0.52,-10000,-10000,-14.5
71160809,-0.07,-0.06,-0.17,4713.44,849.06,0.49,-10000,-10000,-14.5
71172762,-0.02,-0.01,-0.22,4713.44,849.06,0.49,-10000,-10000,-14.5
71182764,0.08,0.05,-0.21,4713.44,849.06,0.5,-10000,-10000,-14.5
71192971,0.01,-0.01,-0.17,4713.44,849.06,0.48,-10000,-10000,-14.5
71202975,0.02,0.01,-0.2,4713.44,849.06,0.52,-10000,-10000,-14.5
71212977,0.07,0.05,-0.21,4713.44,849.06,0.49,-10000,-10000,-14.5
71223036,0.01,-0.04,-0.18,4713.44,849.06,0.5,-10000,-10000,-14.5
71233040,-0.07,-0.07,-0.18,4713.44,849.06,0.51,-10000,-10000,-14.5
71245787,0.05,0.03,-0.18,4713.44,849.06,0.49,-10000,-10000,-14.5
71258407,-0.04,-0.06,-0.17,4713.44,849.06,0.5,-10000,-10000,-14.5
71272933,0.04,0.05,-0.21,4713.44,849.06,0.52,-10000,-10000,-14.5
71282937,-0.01,-0.09,-0.21,4713.44,849.06,0.51,-10000,-10000,-14.5
71294680,-0.02,-0.02,-0.18,4713.44,849.06,0.51,-10000,-10000,-14.5
71306116,0.04,0.06,-0.21,4713.44,849.06,0.52,-10000,-10000,-14.5
71318666,0,-0.01,-0.21,4713.44,849.06,0.51,-10000,-10000,-14.5
71329689,0.05,0.05,-0.19,4713.44,849.06,0.5,-10000,-10000,-14.5
71340560,0.03,0.01,-0.17,4713.44,849.06,0.52,-10000,-10000,-14.5
71352520,0,0.01,-0.19,4713.44,849.06,0.5,-10000,-10000,-14.5
71362523,0.04,0.07,-0.19,4713.44,849.06,0.51,-10000,-10000,-14.5
71372526,0,-0.03,-0.17,4713.44,849.06,0.49,-10000,-10000,-14.5
71382529,-0.02,-0.07,-0.17,4713.44,849.06,0.5,-10000,-10000,-14.5
71392532,0.04,0.05,-0.17,4713.44,849.06,0.5,-10000,-10000,-14.5
71403853,-0.03,-0.05,-0.2,4713.44,849.06,0.51,-10000,-10000,-14.5
71413856,-0.01,-0.07,-0.2,4713.44,849.06,0.51,-10000,-10000,-14.5
71426744,0.04,0.07,-0.21,4713.44,849.06,0.52,-10000,-10000,-14.5
71439501,0,-0.02,-0.18,4713.44,849.06,0.51,-10000,-10000,-14.5
71454888,0.05,0.05,-0.17,4713.44,849.06,0.51,-10000,-10000,-14.5
71470307,0,-0.01,-0.19,4713.44,849.06,0.5,-10000,-10000,-14.5
71485262,0.02,0.03,-0.18,4713.44,849.06,0.51,-10000,-10000,-14.5
71495265,0.01,0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-14.5
71509848,0.04,0.03,-0.21,4713.44,849.06,0.51,-10000,-10000,-14.5
71520699,0.01,0.01,-0.19,4713.44,849.06,0.51,-10000,-10000,-14.5
71535787,-0.04,-0.04,-0.16,4713.44,849.06,0.51,-10000,-10000,-14.5
71548346,0.01,0,-0.17,4713.44,849.06,0.5,-10000,-10000,-14.5
71560230,-0.03,-0.06,-0.21,4713.44,849.06,0.52,-10000,-10000,-14.5
71570980,0.04,0,-0.22,4713.44,849.06,0.49,-10000,-10000,-14.5
71581452,0.01,-0.03,-0.15,4713.44,849.06,0.48,-10000,-10000,-14.5
