Time,xAcc,yAcc,zAcc,latitude,longitude,alt
112905872,0.01,0,-0.18,2.5,5.6,0.5
112918988,0.03,0,-0.16,2.5,5.6,0.5
112928991,0.05,-0.02,-0.18,2.5,5.6,0.51
112941090,0.01,-0.01,-0.19,2.5,5.6,0.51
112951603,0.03,0,-0.17,2.5,5.6,0.51
112963382,0.02,-0.01,-0.18,2.5,5.6,0.49
112974702,0.02,-0.01,-0.19,2.5,5.6,0.51
112988624,0.01,-0.02,-0.18,2.5,5.6,0.51
112998628,0.03,-0.02,-0.15,2.5,5.6,0.49
113008633,0.02,0,-0.17,2.5,5.6,0.5
113018636,0.02,-0.01,-0.18,2.5,5.6,0.5
113029209,0.02,0.01,-0.17,2.5,5.6,0.49
113039212,0.04,-0.01,-0.19,2.5,5.6,0.5
113049216,0.03,-0.01,-0.18,2.5,5.6,0.51
113059219,0.03,0,-0.15,2.5,5.6,0.5
113069222,0.02,0,-0.19,2.5,5.6,0.49
113079234,0.01,-0.01,-0.17,2.5,5.6,0.5
113089237,0.04,0,-0.19,2.5,5.6,0.51
113100599,0.04,0,-0.16,2.5,5.6,0.51
113110604,0.02,0,-0.18,2.5,5.6,0.51
113120607,0.03,0,-0.17,2.5,5.6,0.5
113130609,0.02,0,-0.18,2.5,5.6,0.49
113141919,0.03,-0.01,-0.18,2.5,5.6,0.5
113152742,0.02,0,-0.19,2.5,5.6,0.5
113162745,0.01,-0.01,-0.18,2.5,5.6,0.51
113174564,0.02,-0.01,-0.17,2.5,5.6,0.48
113186748,0.02,-0.02,-0.18,2.5,5.6,0.51
113196752,0.03,-0.01,-0.17,2.5,5.6,0.49
113206840,0.03,0,-0.17,2.5,5.6,0.5
113216844,0.05,-0.01,-0.16,2.5,5.6,0.5
113226849,0.03,0,-0.19,2.5,5.6,0.49
113237433,0.04,0,-0.17,2.5,5.6,0.49
113247437,0.03,0,-0.19,2.5,5.6,0.51
113257568,0.02,0,-0.19,2.5,5.6,0.49
113267571,0.01,0,-0.17,2.5,5.6,0.5
113277574,0.02,-0.01,-0.18,2.5,5.6,0.5
113289736,0.02,0.01,-0.18,2.5,5.6,0.49
113299739,0.04,0,-0.17,2.5,5.6,0.5
113310672,0.05,-0.01,-0.18,2.5,5.6,0.51
113320675,0.01,0,-0.18,2.5,5.6,0.51
113331886,0.02,0.01,-0.19,2.5,5.6,0.48
113342165,0.02,0.01,-0.17,2.5,5.6,0.51
113356821,0.02,-0.01,-0.16,2.5,5.6,0.5
113366983,0.03,0,-0.16,2.5,5.6,0.52
113379239,0.02,0,-0.18,2.5,5.6,0.51
113389242,0.02,0,-0.2,2.5,5.6,0.5
113399245,0.03,0,-0.17,2.5,5.6,0.51
113409248,0.02,0,-0.16,2.5,5.6,0.49
113419252,0.04,-0.01,-0.18,2.5,5.6,0.5
113430170,0.02,0.01,-0.19,2.5,5.6,0.5
113440173,0.02,-0.02,-0.14,2.5,5.6,0.5
113452586,0.05,-0.01,-0.18,2.5,5.6,0.5
113462591,0.02,0,-0.17,2.5,5.6,0.51
113475782,0.02,0,-0.19,2.5,5.6,0.5
113486664,0.02,0.01,-0.18,2.5,5.6,0.49
113498455,0.04,-0.01,-0.13,2.5,5.6,0.49
113508458,0.05,0,-0.14,2.5,5.6,0.5
113518461,0.01,0,-0.18,2.5,5.6,0.51
113528465,0.03,0,-0.19,2.5,5.6,0.5
113538470,0.05,0,-0.17,2.5,5.6,0.51
113548474,0.02,0,-0.15,2.5,5.6,0.5
113558478,0.03,0.01,-0.18,2.5,5.6,0.5
113568481,0.02,-0.01,-0.19,2.5,5.6,0.51
113579193,0.02,0,-0.2,2.5,5.6,0.5
113589197,0.03,-0.01,-0.17,2.5,5.6,0.49
113600320,0.04,0,-0.17,2.5,5.6,0.5
113610323,0.04,0,-0.17,2.5,5.6,0.5
113622761,0.04,0,-0.15,2.5,5.6,0.49
113632867,0.03,-0.01,-0.16,2.5,5.6,0.5
113646858,0.02,-0.01,-0.18,2.5,5.6,0.5
113657574,0.01,-0.01,-0.17,2.5,5.6,0.5
113667578,0.02,-0.01,-0.17,2.5,5.6,0.5
113677891,0.04,0.01,-0.21,2.5,5.6,0.49
113688201,0.02,-0.01,-0.18,2.5,5.6,0.51
113698204,0.03,-0.01,-0.16,2.5,5.6,0.49
113709442,0.04,-0.01,-0.18,2.5,5.6,0.49
113719446,0.02,0,-0.19,2.5,5.6,0.51
113731000,0.03,-0.01,-0.19,2.5,5.6,0.51
113741002,0.03,0,-0.17,2.5,5.6,0.5
113752674,0.04,-0.01,-0.18,2.5,5.6,0.5
113762677,0.04,0,-0.16,2.5,5.6,0.5
113775053,0.04,0,-0.16,2.5,5.6,0.5
113787037,0.02,0,-0.18,2.5,5.6,0.51
113802062,0.01,-0.01,-0.17,2.5,5.6,0.52
113812066,0.02,-0.01,-0.18,2.5,5.6,0.51
113822070,0.03,-0.01,-0.17,2.5,5.6,0.49
113832074,0.01,0,-0.19,2.5,5.6,0.51
113842078,0.05,0,-0.17,2.5,5.6,0.51
113852081,0.01,-0.01,-0.16,2.5,5.6,0.5
113862085,0.03,0,-0.16,2.5,5.6,0.51
113872623,0.03,0,-0.16,2.5,5.6,0.51
113882628,0.02,-0.01,-0.19,2.5,5.6,0.49
113894404,0.04,-0.01,-0.18,2.5,5.6,0.51
113906001,0.03,-0.01,-0.17,2.5,5.6,0.5
113918704,0.02,0,-0.18,2.5,5.6,0.5
113928896,0.01,-0.02,-0.2,2.5,5.6,0.5
113942101,0.04,0,-0.16,2.5,5.6,0.49
113952105,0.01,0,-0.18,2.5,5.6,0.5
113964335,0.03,-0.01,-0.17,2.5,5.6,0.5
113975296,0.02,0,-0.17,2.5,5.6,0.51
113988007,0.03,-0.01,-0.18,2.5,5.6,0.5
113998154,0.02,0,-0.17,2.5,5.6,0.49
114008661,0.02,0.01,-0.16,2.5,5.6,0.5
114020245,0.03,0,-0.17,2.5,5.6,0.5
114030249,0.03,-0.02,-0.17,2.5,5.6,0.5
114040252,0.01,0,-0.18,2.5,5.6,0.49
114050256,0.03,0,-0.17,2.5,5.6,0.5
114060259,0.03,0,-0.18,2.5,5.6,0.49
114070263,0.02,0,-0.18,2.5,5.6,0.51
114080915,0.03,0,-0.19,2.5,5.6,0.51
114090918,0.02,0.02,-0.17,2.5,5.6,0.51
114103167,0.04,-0.01,-0.18,2.5,5.6,0.5
114113171,0.03,-0.01,-0.17,2.5,5.6,0.49
114126260,0.02,-0.01,-0.17,2.5,5.6,0.49
114137739,0.04,0,-0.19,2.5,5.6,0.52
114149142,0.02,0,-0.16,2.5,5.6,0.51
114159273,0.02,-0.01,-0.17,2.5,5.6,0.5
114169277,0.04,0,-0.22,2.5,5.6,0.5
114179282,0.04,0,-0.21,2.5,5.6,0.52
114189488,0.04,0,-0.17,2.5,5.6,0.51
114200301,0.01,0,-0.15,2.5,5.6,0.5
114210304,0.03,-0.03,-0.15,2.5,5.6,0.51
114220306,0.02,-0.01,-0.19,2.5,5.6,0.5
114230310,0.02,0,-0.17,2.5,5.6,0.51
114241113,0.02,0,-0.16,2.5,5.6,0.51
114251117,0.03,0,-0.18,2.5,5.6,0.51
114261428,0.01,0.01,-0.17,2.5,5.6,0.5
114271431,0.01,-0.01,-0.17,2.5,5.6,0.51
114281434,0.03,-0.01,-0.19,2.5,5.6,0.5
114291437,0.03,0,-0.19,2.5,5.6,0.49
114301441,0.03,0,-0.16,2.5,5.6,0.5
114311444,0.03,0,-0.16,2.5,5.6,0.49
114321447,0.01,0.01,-0.18,2.5,5.6,0.51
114331450,0.02,0,-0.16,2.5,5.6,0.5
114341453,0.02,-0.01,-0.19,2.5,5.6,0.5
114351458,0.04,0,-0.17,2.5,5.6,0.5
114361462,0.01,0,-0.16,2.5,5.6,0.51
114372083,0.03,0,-0.15,2.5,5.6,0.5
114382087,0.04,-0.01,-0.17,2.5,5.6,0.5
114392090,0.03,-0.01,-0.18,2.5,5.6,0.51
114402101,0.01,0,-0.18,2.5,5.6,0.5
114412103,0.01,-0.01,-0.18,2.5,5.6,0.52
114422106,0.01,0.01,-0.16,2.5,5.6,0.51
114432109,0.03,-0.01,-0.19,2.5,5.6,0.5
114442114,0.02,0,-0.19,2.5,5.6,0.51
114452228,0.02,0,-0.19,2.5,5.6,0.51
114462231,0.03,-0.01,-0.16,2.5,5.6,0.49
114472918,0.01,-0.02,-0.15,2.5,5.6,0.5
114482921,0.02,0,-0.18,2.5,5.6,0.5
114493400,0.02,0,-0.18,2.5,5.6,0.5
114503403,0.02,0,-0.16,2.5,5.6,0.49
114513837,0.01,0,-0.17,2.5,5.6,0.51
114523841,0.05,0,-0.19,2.5,5.6,0.51
114533844,0.02,0,-0.18,2.5,5.6,0.49
114543847,0.03,0,-0.19,2.5,5.6,0.48
114553850,0.03,-0.01,-0.16,2.5,5.6,0.51
114563853,0.03,-0.01,-0.16,2.5,5.6,0.5
114573857,0.04,-0.01,-0.2,2.5,5.6,0.5
114584384,0.03,-0.01,-0.19,2.5,5.6,0.5
114594388,0.04,0,-0.18,2.5,5.6,0.5
114604461,0.02,-0.01,-0.19,2.5,5.6,0.5
114614466,0.03,0,-0.18,2.5,5.6,0.51
114627531,0.05,0,-0.16,2.5,5.6,0.51
114641247,0.02,-0.02,-0.18,2.5,5.6,0.49
114651250,0.03,0,-0.19,2.5,5.6,0.49
114662352,0.02,0.02,-0.17,2.5,5.6,0.5
114672356,0.03,0,-0.18,2.5,5.6,0.52
114682359,0.04,-0.01,-0.19,2.5,5.6,0.49
114692363,0.03,0,-0.19,2.5,5.6,0.5
114702367,0.02,-0.01,-0.13,2.5,5.6,0.5
114712371,0.03,-0.01,-0.17,2.5,5.6,0.49
114722374,0.04,0,-0.17,2.5,5.6,0.5
114732377,0.04,0,-0.18,2.5,5.6,0.5
114742381,0.03,0,-0.21,2.5,5.6,0.49
114753864,0.04,-0.01,-0.17,2.5,5.6,0.49
114763867,0.03,0.01,-0.18,2.5,5.6,0.49
114775065,0.02,-0.02,-0.17,2.5,5.6,0.49
114785069,0.02,0,-0.2,2.5,5.6,0.49
114795072,0.04,0,-0.2,2.5,5.6,0.49
114805075,0.03,0,-0.16,2.5,5.6,0.49
114816462,0.03,0,-0.16,2.5,5.6,0.48
114827026,0.03,0.02,-0.17,2.5,5.6,0.51
114840090,0.05,0,-0.19,2.5,5.6,0.51
114850905,0.03,-0.01,-0.17,2.5,5.6,0.5
114862305,0.04,0.02,-0.14,2.5,5.6,0.5
114872309,0.01,0,-0.18,2.5,5.6,0.51
114882321,0.02,0,-0.18,2.5,5.6,0.51
114892325,0.02,0,-0.16,2.5,5.6,0.51
114904055,0.04,-0.01,-0.16,2.5,5.6,0.51
114914060,0.02,-0.01,-0.19,2.5,5.6,0.5
114925251,0.03,0.01,-0.17,2.5,5.6,0.5
114935255,0.05,0,-0.16,2.5,5.6,0.5
114946625,0.03,0,-0.19,2.5,5.6,0.5
114956960,0.04,0,-0.17,2.5,5.6,0.5
114968193,0.03,-0.02,-0.17,2.5,5.6,0.5
114980265,0.02,-0.02,-0.18,2.5,5.6,0.49
114991543,0.02,0,-0.18,2.5,5.6,0.5
115001801,0.03,-0.01,-0.16,2.5,5.6,0.51
115014001,0.03,-0.01,-0.16,2.5,5.6,0.5
115024005,0.01,-0.01,-0.17,2.5,5.6,0.51
115036074,0.01,-0.01,-0.18,2.5,5.6,0.49
115046077,0.04,0,-0.19,2.5,5.6,0.51
115056915,0.02,0,-0.16,2.5,5.6,0.49
115066917,0.03,0,-0.17,2.5,5.6,0.5
115076921,0.03,0,-0.16,2.5,5.6,0.5
115086994,0.02,-0.01,-0.17,2.5,5.6,0.51
115096997,0.01,-0.01,-0.19,2.5,5.6,0.5
115107130,0.04,0,-0.17,2.5,5.6,0.51
115117134,0.04,-0.01,-0.17,2.5,5.6,0.5
115127448,0.01,0,-0.17,2.5,5.6,0.51
115139512,0.03,0,-0.17,2.5,5.6,0.5
115150927,0.04,-0.01,-0.16,2.5,5.6,0.51
115163863,0.03,0.01,-0.17,2.5,5.6,0.5
115173866,0.04,-0.01,-0.18,2.5,5.6,0.51
115183970,0.01,-0.02,-0.19,2.5,5.6,0.5
115193973,0.03,-0.01,-0.18,2.5,5.6,0.49
115203977,0.03,0,-0.19,2.5,5.6,0.51
115213981,0.03,0,-0.17,2.5,5.6,0.5
115223984,0.04,-0.01,-0.18,2.5,5.6,0.51
115233987,0.04,-0.01,-0.18,2.5,5.6,0.51
115243991,0.03,0,-0.17,2.5,5.6,0.5
115253995,0.02,0,-0.18,2.5,5.6,0.5
115263999,0.03,0,-0.18,2.5,5.6,0.5
115274031,0.04,0.01,-0.18,2.5,5.6,0.5
115284033,0.02,-0.01,-0.19,2.5,5.6,0.5
115295530,0.03,-0.02,-0.17,2.5,5.6,0.5
115305534,0.01,0,-0.17,2.5,5.6,0.5
115317212,0.03,0.01,-0.16,2.5,5.6,0.5
115327214,0.04,0,-0.18,2.5,5.6,0.49
115338249,0.05,-0.01,-0.16,2.5,5.6,0.5
115349248,0.04,0,-0.16,2.5,5.6,0.49
115362813,0.03,-0.01,-0.15,2.5,5.6,0.51
115372816,0.02,0,-0.18,2.5,5.6,0.51
115385058,0.03,0,-0.19,2.5,5.6,0.51
115395063,0.02,-0.01,-0.18,2.5,5.6,0.49
115405111,0.02,-0.02,-0.19,2.5,5.6,0.51
115415115,0.01,0,-0.15,2.5,5.6,0.5
115426218,0.02,0,-0.16,2.5,5.6,0.48
115436222,0.02,0.01,-0.19,2.5,5.6,0.51
115448635,0.03,0.01,-0.18,2.5,5.6,0.51
115459642,0.03,0,-0.17,2.5,5.6,0.5
115472500,0.05,-0.01,-0.19,2.5,5.6,0.51
115487020,0.03,-0.01,-0.19,2.5,5.6,0.49
115497022,0.04,0,-0.16,2.5,5.6,0.51
115509868,0.03,0,-0.19,2.5,5.6,0.5
115521120,0.03,-0.02,-0.18,2.5,5.6,0.5
115532210,0.04,0,-0.18,2.5,5.6,0.51
115546366,0.03,-0.02,-0.16,2.5,5.6,0.51
115556369,0.04,0,-0.16,2.5,5.6,0.5
115568249,0.03,-0.02,-0.18,2.5,5.6,0.49
115578253,0.03,0.01,-0.15,2.5,5.6,0.5
115588256,0.01,0,-0.2,2.5,5.6,0.51
115598259,0.01,0,-0.16,2.5,5.6,0.5
115608263,0.01,-0.01,-0.16,2.5,5.6,0.51
115618267,0.04,0,-0.17,2.5,5.6,0.51
115631003,0.02,0.01,-0.17,2.5,5.6,0.51
115642639,0.02,-0.01,-0.17,2.5,5.6,0.5
115657884,0.04,-0.01,-0.15,2.5,5.6,0.5
115667888,0.02,0.01,-0.16,2.5,5.6,0.5
115680439,0.05,0,-0.17,2.5,5.6,0.49
115692386,0.04,0,-0.19,2.5,5.6,0.51
115706059,0.03,-0.03,-0.17,2.5,5.6,0.51
115716062,0.02,0,-0.18,2.5,5.6,0.48
115729510,0.02,0,-0.16,2.5,5.6,0.5
115745031,0.03,-0.01,-0.17,2.5,5.6,0.48
115757562,0,0.01,-0.17,2.5,5.6,0.51
115767565,0.03,-0.01,-0.16,2.5,5.6,0.51
115777569,0.03,0,-0.18,2.5,5.6,0.51
115787573,0.04,-0.01,-0.19,2.5,5.6,0.51
115797577,0.04,-0.01,-0.19,2.5,5.6,0.5
115807580,0.02,-0.01,-0.16,2.5,5.6,0.49
115817918,0.03,0,-0.17,2.5,5.6,0.5
115827920,0.03,0,-0.15,2.5,5.6,0.5
115840205,0.02,0,-0.21,2.5,5.6,0.51
115851621,0.03,0,-0.18,2.5,5.6,0.5
115865462,0.04,-0.01,-0.19,2.5,5.6,0.5
115875466,0.04,-0.01,-0.15,2.5,5.6,0.5
115885471,0.03,0,-0.19,2.5,5.6,0.5
115896079,0.02,-0.01,-0.18,2.5,5.6,0.5
115906083,0.03,-0.01,-0.19,2.5,5.6,0.49
115918695,0.04,0,-0.16,2.5,5.6,0.49
115928698,0.04,0,-0.19,2.5,5.6,0.52
115938702,0.03,-0.01,-0.18,2.5,5.6,0.5
115948706,0.04,0,-0.19,2.5,5.6,0.5
115958711,0.02,0,-0.16,2.5,5.6,0.49
115970393,0.03,0,-0.15,2.5,5.6,0.51
115981843,0.03,0.01,-0.17,2.5,5.6,0.5
115996946,0.04,-0.01,-0.18,2.5,5.6,0.51
116006950,0.04,-0.01,-0.15,2.5,5.6,0.51
116018532,0.02,0,-0.15,2.5,5.6,0.49
116028536,0.03,0,-0.18,2.5,5.6,0.51
116038666,0.03,0,-0.19,2.5,5.6,0.5
116048669,0.03,-0.01,-0.18,2.5,5.6,0.5
116058672,0.03,-0.01,-0.15,2.5,5.6,0.5
116068676,0.02,0,-0.18,2.5,5.6,0.49
116078680,0.03,0,-0.18,2.5,5.6,0.5
116088685,0.01,0,-0.19,2.5,5.6,0.51
116099611,0.04,0,-0.16,2.5,5.6,0.51
116109615,0.01,0,-0.18,2.5,5.6,0.51
116120121,0.02,-0.01,-0.19,2.5,5.6,0.5
116130449,0.04,0,-0.17,2.5,5.6,0.48
116142224,0.03,0,-0.16,2.5,5.6,0.51
116153853,0.03,-0.01,-0.17,2.5,5.6,0.51
116166453,0.02,0,-0.17,2.5,5.6,0.5
116176457,0.03,-0.01,-0.16,2.5,5.6,0.5
116186460,0.04,0,-0.19,2.5,5.6,0.5
116196464,0.04,0,-0.16,2.5,5.6,0.51
116206996,0.03,-0.01,-0.19,2.5,5.6,0.49
116216999,0.03,-0.01,-0.18,2.5,5.6,0.51
116227003,0.04,0,-0.16,2.5,5.6,0.5
116237006,0.03,-0.02,-0.19,2.5,5.6,0.52
116247010,0.02,0,-0.17,2.5,5.6,0.51
116257013,0.02,0,-0.16,2.5,5.6,0.51
116267016,0.01,0,-0.18,2.5,5.6,0.51
116277021,0.04,0,-0.18,2.5,5.6,0.51
116287026,0.03,0,-0.17,2.5,5.6,0.51
116297029,0.01,0,-0.17,2.5,5.6,0.5
116307033,0.04,-0.01,-0.19,2.5,5.6,0.49
116317037,0.03,0,-0.17,2.5,5.6,0.51
116327040,0.01,0,-0.19,2.5,5.6,0.5
116337043,0.03,0,-0.19,2.5,5.6,0.5
116348167,0.04,-0.01,-0.15,2.5,5.6,0.48
116358171,0.01,-0.01,-0.18,2.5,5.6,0.51
116368176,0.03,-0.01,-0.17,2.5,5.6,0.5
116378179,0.03,0,-0.17,2.5,5.6,0.49
116388182,0.04,0,-0.19,2.5,5.6,0.5
116398185,0.01,-0.01,-0.17,2.5,5.6,0.51
116408189,0.03,0.02,-0.19,2.5,5.6,0.5
116418192,0.04,0.01,-0.17,2.5,5.6,0.48
116428195,0.02,0,-0.2,2.5,5.6,0.5
116438198,0.04,0.01,-0.19,2.5,5.6,0.5
116448201,0.03,-0.02,-0.17,2.5,5.6,0.51
116459275,0.04,-0.01,-0.16,2.5,5.6,0.49
116469278,0.03,0,-0.19,2.5,5.6,0.49
116480644,0.02,-0.02,-0.18,2.5,5.6,0.51
116490648,0.03,-0.01,-0.19,2.5,5.6,0.5
116500652,0.03,0,-0.17,2.5,5.6,0.5
116510657,0.04,-0.01,-0.16,2.5,5.6,0.51
116520790,0.04,0,-0.18,2.5,5.6,0.5
116530793,0.04,0,-0.17,2.5,5.6,0.5
116542958,0.01,0,-0.16,2.5,5.6,0.51
116554764,0.02,-0.02,-0.16,2.5,5.6,0.5
116567292,0.03,-0.01,-0.15,2.5,5.6,0.5
116577295,0.04,0,-0.19,2.5,5.6,0.48
116589822,0.02,-0.01,-0.18,2.5,5.6,0.5
116599838,0.03,-0.01,-0.18,2.5,5.6,0.51
116611980,0.03,0,-0.15,2.5,5.6,0.5
116621984,0.03,-0.01,-0.17,2.5,5.6,0.5
116636857,0.04,0.01,-0.16,2.5,5.6,0.52
116646861,0.02,0.01,-0.15,2.5,5.6,0.51
116660802,0.04,0,-0.16,2.5,5.6,0.51
116670805,0.03,-0.01,-0.16,2.5,5.6,0.5
116682126,0.01,-0.01,-0.16,2.5,5.6,0.5
116693025,0.02,0,-0.19,2.5,5.6,0.51
116706941,0.04,0,-0.19,2.5,5.6,0.5
116716962,0.02,0,-0.18,2.5,5.6,0.5
116730748,0.02,0,-0.15,2.5,5.6,0.49
116740751,0.03,0,-0.17,2.5,5.6,0.5
116752822,0.02,-0.01,-0.18,2.5,5.6,0.51
116764255,0.04,-0.01,-0.17,2.5,5.6,0.48
116774260,0.03,-0.01,-0.15,2.5,5.6,0.51
116786020,0.05,0.01,-0.19,2.5,5.6,0.5
116798793,0.05,0,-0.18,2.5,5.6,0.51
116808796,0.03,0,-0.14,2.5,5.6,0.5
116820747,0.04,0,-0.17,2.5,5.6,0.49
116830750,0.05,0,-0.17,2.5,5.6,0.49
116841990,0.05,0,-0.18,2.5,5.6,0.51
116852183,0.01,0,-0.17,2.5,5.6,0.5
116865428,0.02,0,-0.17,2.5,5.6,0.51
116875657,0.04,-0.01,-0.18,2.5,5.6,0.51
116890504,0.03,0,-0.18,2.5,5.6,0.51
116900507,0.02,0.01,-0.18,2.5,5.6,0.51
116912927,0.01,0,-0.18,2.5,5.6,0.5
116922930,0.04,-0.01,-0.18,2.5,5.6,0.5
116938101,0.05,0,-0.19,2.5,5.6,0.49
116951242,0.04,-0.01,-0.18,2.5,5.6,0.49
116961246,0.05,0.02,-0.17,2.5,5.6,0.51
116971250,0.04,0,-0.2,2.5,5.6,0.5
116981254,0.04,0,-0.18,2.5,5.6,0.5
116991364,0.02,0,-0.16,2.5,5.6,0.51
117001368,0.02,0,-0.18,2.5,5.6,0.51
117012232,0.04,-0.01,-0.19,2.5,5.6,0.51
117022235,0.03,-0.01,-0.17,2.5,5.6,0.5
117034134,0.02,-0.01,-0.19,2.5,5.6,0.49
117046072,0.04,0,-0.17,2.5,5.6,0.51
117057465,0.03,0,-0.18,2.5,5.6,0.5
117067976,0.05,0,-0.19,2.5,5.6,0.51
117077980,0.03,0,-0.18,2.5,5.6,0.51
117087983,0.04,0,-0.19,2.5,5.6,0.51
117099050,0.04,0,-0.19,2.5,5.6,0.49
117109052,0.02,0.01,-0.18,2.5,5.6,0.5
117120357,0.03,0.01,-0.18,2.5,5.6,0.5
117130360,0.03,-0.01,-0.17,2.5,5.6,0.49
117141113,0.03,0,-0.19,2.5,5.6,0.5
117151117,0.03,0,-0.17,2.5,5.6,0.49
117161939,0.04,0,-0.19,2.5,5.6,0.49
117171942,0.02,0,-0.16,2.5,5.6,0.49
117183163,0.02,0.01,-0.17,2.5,5.6,0.49
117193345,0.02,-0.01,-0.19,2.5,5.6,0.5
117203900,0.02,0,-0.17,2.5,5.6,0.51
117214819,0.04,0,-0.17,2.5,5.6,0.5
117224824,0.01,0,-0.19,2.5,5.6,0.5
117236637,0.04,0,-0.16,2.5,5.6,0.5
117250369,0.02,-0.01,-0.18,2.5,5.6,0.51
117260373,0.04,0,-0.16,2.5,5.6,0.49
117273032,0.04,-0.01,-0.18,2.5,5.6,0.49
117283037,0.03,0,-0.18,2.5,5.6,0.51
117293041,0.03,-0.01,-0.19,2.5,5.6,0.51
117303045,0.04,-0.01,-0.21,2.5,5.6,0.51
117313054,0.03,0,-0.16,2.5,5.6,0.5
117323057,0.03,-0.01,-0.2,2.5,5.6,0.5
117333060,0.03,0,-0.16,2.5,5.6,0.49
117343064,0.02,-0.01,-0.19,2.5,5.6,0.5
117354795,0.02,-0.01,-0.19,2.5,5.6,0.51
117366347,0.03,0,-0.18,2.5,5.6,0.49
117378620,0.03,0,-0.18,2.5,5.6,0.5
117388650,0.02,-0.01,-0.17,2.5,5.6,0.51
117402375,0.03,0,-0.16,2.5,5.6,0.51
117412380,0.01,-0.01,-0.17,2.5,5.6,0.51
117423841,0.05,0.01,-0.16,2.5,5.6,0.51
117434048,0.04,0,-0.19,2.5,5.6,0.5
117446972,0.03,0,-0.18,2.5,5.6,0.51
117457884,0.05,0.01,-0.16,2.5,5.6,0.51
117470450,0.02,-0.01,-0.16,2.5,5.6,0.5
117480453,0.04,0,-0.16,2.5,5.6,0.52
117492134,0.02,0,-0.17,2.5,5.6,0.5
117502137,0.04,-0.01,-0.18,2.5,5.6,0.51
117512191,0.02,0.02,-0.18,2.5,5.6,0.51
117522195,0.02,-0.01,-0.16,2.5,5.6,0.49
117532216,0.03,-0.01,-0.17,2.5,5.6,0.5
117542220,0.04,0,-0.19,2.5,5.6,0.5
117553516,0.02,0,-0.16,2.5,5.6,0.51
117563520,0.03,0.01,-0.17,2.5,5.6,0.51
117576668,0.02,-0.01,-0.17,2.5,5.6,0.51
117592576,0.03,-0.01,-0.19,2.5,5.6,0.5
117605459,0.02,-0.01,-0.16,2.5,5.6,0.49
117617006,0.03,0,-0.17,2.5,5.6,0.5
117630509,0.03,0,-0.17,2.5,5.6,0.51
117640513,0.01,0.01,-0.18,2.5,5.6,0.51
117652230,0.04,-0.01,-0.19,2.5,5.6,0.51
117662232,0.04,-0.01,-0.17,2.5,5.6,0.52
117672235,0.03,0,-0.17,2.5,5.6,0.49
117682238,0.02,0,-0.16,2.5,5.6,0.51
117692241,0.01,0,-0.19,2.5,5.6,0.51
117702245,0.02,0,-0.16,2.5,5.6,0.5
117712248,0.03,-0.01,-0.18,2.5,5.6,0.51
117722252,0.03,-0.01,-0.17,2.5,5.6,0.5
117732254,0.04,0,-0.17,2.5,5.6,0.49
117743017,0.03,-0.01,-0.18,2.5,5.6,0.49
117753021,0.03,-0.01,-0.18,2.5,5.6,0.5
117764406,0.02,0,-0.15,2.5,5.6,0.51
117774408,0.04,0,-0.17,2.5,5.6,0.51
117786557,0.02,-0.01,-0.19,2.5,5.6,0.49
117798493,0.03,0,-0.17,2.5,5.6,0.51
117812331,0.03,0.01,-0.19,2.5,5.6,0.5
117822335,0.03,0,-0.18,2.5,5.6,0.48
117834088,0.04,0,-0.17,2.5,5.6,0.51
117844092,0.02,0,-0.21,2.5,5.6,0.51
117854348,0.02,0,-0.19,2.5,5.6,0.51
117864351,0.05,0.01,-0.17,2.5,5.6,0.5
117874770,0.02,0.01,-0.18,2.5,5.6,0.49
117884775,0.03,0.02,-0.17,2.5,5.6,0.51
117894780,0.03,0,-0.18,2.5,5.6,0.51
117904782,0.03,-0.01,-0.18,2.5,5.6,0.49
117916779,0.03,-0.02,-0.16,2.5,5.6,0.49
117926783,0.01,0,-0.17,2.5,5.6,0.5
117943247,0.03,0,-0.18,2.5,5.6,0.51
117956238,0.03,0,-0.16,2.5,5.6,0.48
117971942,0.03,0,-0.16,2.5,5.6,0.51
117985478,0.02,0,-0.15,2.5,5.6,0.51
117995483,0.03,0,-0.2,2.5,5.6,0.5
118008160,0.02,0.01,-0.18,2.5,5.6,0.5
118019924,0.03,0,-0.18,2.5,5.6,0.54
118030407,0.03,-0.01,-0.18,2.5,5.6,0.5
118040829,0.04,0,-0.19,2.5,5.6,0.51
118051486,0.02,-0.01,-0.16,2.5,5.6,0.5
118061490,0.02,0,-0.16,2.5,5.6,0.5
118073613,0.02,-0.01,-0.17,2.5,5.6,0.51
118083617,0.03,-0.01,-0.17,2.5,5.6,0.5
118096085,0.02,0,-0.17,2.5,5.6,0.5
118106399,0.03,-0.01,-0.19,2.5,5.6,0.49
118120956,0.04,0,-0.15,2.5,5.6,0.5
118130959,0.02,0,-0.16,2.5,5.6,0.51
118143245,0.04,0,-0.2,2.5,5.6,0.51
118153249,0.01,0,-0.17,2.5,5.6,0.49
118164134,0.03,0,-0.16,2.5,5.6,0.5
118174137,0.03,0,-0.16,2.5,5.6,0.53
118185010,0.02,-0.01,-0.15,2.5,5.6,0.51
118195015,0.02,0,-0.2,2.5,5.6,0.49
118205500,0.02,-0.01,-0.19,2.5,5.6,0.5
118215503,0.01,0,-0.2,2.5,5.6,0.5
118226510,0.04,0,-0.18,2.5,5.6,0.5
118237091,0.02,0,-0.15,2.5,5.6,0.51
